Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository,Tags,Image URL
JP1338,FALSE,TRUE,55291,Asian Art,Woodblock print,"冨嶽三十六景　隅田川関屋の里|Sekiya Village on the Sumida River (Sumidagawa Sekiya no sato), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1820,1842,Polychrome woodblock print; ink and color on paper,H. 10 in. (25.4 cm); W. 15 1/4 in. (38.7 cm),"Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55291,2019-08-30T04:39:31.753Z,"Metropolitan Museum of Art, New York, NY",Villages|Horse Riding|Rivers|Mountains|Trees,https://images.metmuseum.org/CRDImages/as/original/DP141023.jpg
JP1341,FALSE,TRUE,55306,Asian Art,Woodblock print,"百人一首　うはかゑとき　天智天皇|Poem by Tenchi Tennō, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1839,1839,1839,Polychrome woodblock print; ink and color on paper,H. 9 15/16 in. (25.2 cm); W. 14 5/16 in. (36.4 cm),"Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55306,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Bridges|Hills|Trees|Working|Human Figures,https://images.metmuseum.org/CRDImages/as/original/DP141098.jpg
JP1383,FALSE,TRUE,55369,Asian Art,Woodblock print,"冨嶽三十六景　東海道保土ケ谷|Hodogaya on the Tōkaidō (Tōkaidō Hodogaya), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1830,1832,Polychrome woodblock print; ink and color on paper,H. 9 3/4 in. (24.8 cm); W. 14 9/16 in. (37 cm),"Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55369,2019-09-30T17:13:32.733Z,"Metropolitan Museum of Art, New York, NY",Men|Horse Riding|Horses|Mountains|Trees,https://images.metmuseum.org/CRDImages/as/original/DP141024.jpg
JP1395,FALSE,TRUE,55402,Asian Art,Woodblock print,"雪月花　吉野|Cherry Blossoms at Yoshino (Yoshino), from the series Snow, Moon, and Flowers (Setsugekka)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1833,1823,1843,Polychrome woodblock print; ink and color on paper,H. 10 1/4 in. (26 cm); W. 14 15/16 in. (37.9 cm),"Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55402,2019-08-31T04:41:15.713Z,"Metropolitan Museum of Art, New York, NY",Houses|Men|Horses|Moon|Trees,https://images.metmuseum.org/CRDImages/as/original/DP141232.jpg
JP1425,FALSE,TRUE,55454,Asian Art,Woodblock print,"百人一首　乳母か縁説　在原業平|Poem by Ariwara no Narihira, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1839,1839,1839,Polychrome woodblock print; ink and color on paper,H. 10 1/8 in. (25.7 cm); W. 15 in. (38.1 cm),"Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55454,2019-08-31T04:41:15.713Z,"Metropolitan Museum of Art, New York, NY",Rivers|Bridges|Men|Women,https://images.metmuseum.org/CRDImages/as/original/DP141099.jpg
JP1426,FALSE,TRUE,55456,Asian Art,Woodblock print,"冨嶽三十六景　甲州犬目峠|The Inume Pass in Kai Province (Kōshū Inume tōge), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1820,1842,Polychrome woodblock print; ink and color on paper,H. 9 11/16 in. (24.6 cm); W. 14 1/4 in. (36.2 cm),"Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55456,2019-08-31T04:41:15.713Z,"Metropolitan Museum of Art, New York, NY",Horses|Mountains|Landscapes|Trees,https://images.metmuseum.org/CRDImages/as/original/DP141045.jpg
JP1427,FALSE,TRUE,55458,Asian Art,Woodblock print,"冨嶽三十六景　東海道保土ケ谷|Hodogaya on the Tōkaidō (Tōkaidō Hodogaya), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1820,1842,Polychrome woodblock print; ink and color on paper,H. 9 15/16 in. (25.2 cm); W. 14 3/4 in. (37.5 cm),"Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55458,2019-08-31T04:41:15.713Z,"Metropolitan Museum of Art, New York, NY",Battles|Horse Riding|Volcanoes|Trees,https://images.metmuseum.org/CRDImages/as/original/DP141025.jpg
JP1428,FALSE,TRUE,55461,Asian Art,Woodblock print,"諸國瀧廻リ　東海道坂ノ下 清瀧くわんおん|Kiyotaki Kannon Waterfall at Sakanoshita on the Tōkaidō (Tōkaidō Sakanoshita Kiyotaki kannon), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1832,1822,1842,Polychrome woodblock print; ink and color on paper,H. 14 3/4 in. (37.5 cm); W. 10 in. (25.4 cm),"Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55461,2019-08-31T04:41:15.713Z,"Metropolitan Museum of Art, New York, NY",Tea Houses|Trees,https://images.metmuseum.org/CRDImages/as/original/DP141255.jpg
JP1429,FALSE,TRUE,55463,Asian Art,Woodblock print,"雪月花　淀川|Moonlight on the Yodo River (Yodogawa), from the series Snow, Moon, and Flowers (Setsugekka)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1833,1823,1843,Polychrome woodblock print; ink and color on paper,H. 9 5/8 in. (24.4 cm); W. 14 9/16 in. (37 cm),"Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55463,2019-08-31T04:41:15.713Z,"Metropolitan Museum of Art, New York, NY",Houses|Rivers|Moon|Boats,https://images.metmuseum.org/CRDImages/as/original/DP141236.jpg
JP1430,FALSE,TRUE,55466,Asian Art,Woodblock print,"琉球八景　城嶽霊泉|The Sacred Spring at Jōgaku (Jōgaku reisen), from the series Eight Views of the Ryūkyū Islands (Ryūkyū hakkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1832,1822,1842,Polychrome woodblock print; ink and color on paper,H. 10 1/16 in. (25.6 cm); 14 5/8 in. (37.1 cm),"Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55466,2019-08-31T04:41:15.713Z,"Metropolitan Museum of Art, New York, NY",Landscapes,https://images.metmuseum.org/CRDImages/as/original/DP141118.jpg
JP1456,FALSE,TRUE,55503,Asian Art,Woodblock print,"冨嶽三十六景　駿州大野新田|The New Fields at Ōno in Suruga Province (Sunshū Ōno shinden), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1820,1842,Polychrome woodblock print; ink and color on paper,9 7/8 x 14 7/8in. (25.1 x 37.8cm),"Rogers Fund, 1923",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55503,2019-09-04T04:43:07.113Z,"Metropolitan Museum of Art, New York, NY",Animals|Birds|Men|Mountains,https://images.metmuseum.org/CRDImages/as/original/DP141026.jpg
JP1457,FALSE,TRUE,55505,Asian Art,Woodblock print,"諸國名橋奇覧　摂洲阿治川口天保山|Tenpōzan at the Mouth of the Aji River in Settsu Province (Sesshū Ajikawaguchi Tenpōzan), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1827–30,1827,1830,Polychrome woodblock print; ink and color on paper,H. 10 in. (25.4 cm); W. 14 5/8 in. (37.1 cm),"Rogers Fund, 1923",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55505,2019-09-04T04:43:07.113Z,"Metropolitan Museum of Art, New York, NY",Bridges|Rivers|Trees|Boats,https://images.metmuseum.org/CRDImages/as/original/DP141237.jpg
JP1482,FALSE,TRUE,55571,Asian Art,Woodblock print,"冨嶽三十六景　上総の海路|At Sea off Kazusa (Kazusa no kairo), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1830,1832,Polychrome woodblock print; ink and color on paper,H. 9 7/8 in. (25.1 cm); W. 15 1/16 in. (38.3 cm),"Rogers Fund, 1926",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55571,2019-09-30T17:13:32.733Z,"Metropolitan Museum of Art, New York, NY",Seas|Mountains|Waves|Ships,https://images.metmuseum.org/CRDImages/as/original/DP140990.jpg
JP3415,FALSE,TRUE,55605,Asian Art,Woodblock print,"百人一首　うはかゑとき　権中納言匡房|Poem by Gon-chūnagon Masafusa (Ōe no Masafusa), from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Taishō period (1912–26),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1921,1921,1921,Polychrome woodblock print; ink and color on paper,9 3/4 x 14 5/8 in. (24.8 x 37.1 cm),"Gift of Mrs. Carll Tucker, 1962",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55605,2019-09-05T04:39:54.57Z,"Metropolitan Museum of Art, New York, NY",Roads|Men|Women|Trees,https://images.metmuseum.org/CRDImages/as/original/DP141129.jpg
JP3416,FALSE,TRUE,55609,Asian Art,Woodblock print,"百人一首　うはかゑとき　赤染衛門|Poem by Akazome Emon, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Taishō period (1912–26),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1921,1921,1921,Polychrome woodblock print; ink and color on paper,9 5/8 x 14 3/8 in. (24.4 x 36.5 cm),"Gift of Mrs. Carll Tucker, 1962",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55609,2019-09-05T04:39:54.57Z,"Metropolitan Museum of Art, New York, NY",Women|Moon|Night,https://images.metmuseum.org/CRDImages/as/original/DP141130.jpg
JP3417,FALSE,TRUE,55611,Asian Art,Woodblock print,"百人一首　乳かゑとき　中納言敦忠|Poem by Chūnagon Atsutada (Fujiwara no Asatada),  from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Taishō period (1912–26),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1921,1921,1921,Polychrome woodblock print; ink and color on paper,"Image: 10 1/4 × 15 1/4 in. (26 × 38.7 cm)
Mat: 15 5/8 × 22 7/8 in. (39.7 × 58.1 cm)","Gift of Mrs. Carll Tucker, 1962",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55611,2019-09-05T04:39:54.57Z,"Metropolitan Museum of Art, New York, NY",Poetry|Women|Trees,https://images.metmuseum.org/CRDImages/as/original/DP141131.jpg
JP3418,FALSE,TRUE,55612,Asian Art,Woodblock print,"百人一首　乳母か縁説　素胜法師|Poem by Sōsei Hōshi,  from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Taishō period (1912–26),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1921,1921,1921,Polychrome woodblock print; ink and color on paper,9 3/4 x 14 3/4 in. (24.8 x 37.5 cm),"Gift of Mrs. Carll Tucker, 1962",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55612,2019-09-05T04:39:54.57Z,"Metropolitan Museum of Art, New York, NY",Buildings|Men|Landscapes,https://images.metmuseum.org/CRDImages/as/original/DP141132.jpg
JP2941,FALSE,TRUE,55734,Asian Art,Woodblock print,"百人一首　乳母か絵とき　参議篁|Poem by Sangi no Takamura (Ono no Takamura), from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1835,1825,1845,Polychrome woodblock print; ink and color on paper,Oban 10 1/4 x 14 3/4 in. (26 x 37.5 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55734,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Women|Swimming|Waves|Boats,https://images.metmuseum.org/CRDImages/as/original/DP141116.jpg
JP2953,FALSE,TRUE,55735,Asian Art,Woodblock print,"冨嶽三十六景　駿州江尻|Ejiri in Suruga Province (Sunshū Ejiri), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1830,1832,Polychrome woodblock print; ink and color on paper,Oban 9 7/8 x 14 3/4 in. (25.1 x 37.5 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55735,2019-09-30T17:13:32.733Z,"Metropolitan Museum of Art, New York, NY",Men|Mountains|Trees|Wind,https://images.metmuseum.org/CRDImages/as/original/DP141046.jpg
JP2960,FALSE,TRUE,55736,Asian Art,Woodblock print,"冨嶽三十六景　凱風快晴|South Wind, Clear Sky (Gaifū kaisei), also known as Red Fuji, from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1830,1832,Polychrome woodblock print; ink and color on paper,Oban 10 x 14 7/8 in. (25.4 x 37.8 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55736,2019-09-30T17:13:32.733Z,"Metropolitan Museum of Art, New York, NY",Mountains|Clouds,https://images.metmuseum.org/CRDImages/as/original/DP141053.jpg
JP2979,FALSE,TRUE,55737,Asian Art,Woodblock print,"冨嶽三十六景　相州七里浜|Shichirigahama in Sagami Province (Sōshū Shichirigahama), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1830,1832,Polychrome woodblock print; ink and color on paper,Oban 10 x 14 3/4 in. (25.4 x 37.5 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55737,2019-03-12T03:00:48.307Z,"Metropolitan Museum of Art, New York, NY",Landscapes|Mountains,https://images.metmuseum.org/CRDImages/as/original/DP141074.jpg
JP2981,FALSE,TRUE,55738,Asian Art,Woodblock print,"冨嶽三十六景　相州梅沢左|Umezawa Manor in Sagami Province (Sōshū Umezawa zai),  from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1830,1832,Polychrome woodblock print; ink and color on paper,Oban 10 1/8 x 15 in. (25.7 x 38.1 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55738,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Birds|Mountains|Landscapes,https://images.metmuseum.org/CRDImages/as/original/DP141076.jpg
JP2920,FALSE,TRUE,55739,Asian Art,Print,"千絵の海　下総登戸|Noboto at Shimōsa (Shimōsa Noboto), from the series One Thousand Pictures of the Sea (Chie no umi)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1832–33,1832,1833,Polychrome woodblock print; ink and color on paper,H. 7 1/4 in. (18.4 cm); W. 10 in. (25.4 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55739,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Houses|Seas|Hills|Working|Boats,https://images.metmuseum.org/CRDImages/as/original/DP140974.jpg
JP2984,FALSE,TRUE,55740,Asian Art,Woodblock print,"冨嶽三十六景　五百らかん寺さざゐどう|Sazai Hall at the Temple of the Five Hundred Arhats (Gohyaku Rakanji Sazaidō), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1830,1832,Polychrome woodblock print; ink and color on paper,Oban 10 1/4 x 15 1/4 in. (26 x 38.7 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55740,2019-09-30T17:13:32.733Z,"Metropolitan Museum of Art, New York, NY",Balconies|Women|Mountains|Landscapes,https://images.metmuseum.org/CRDImages/as/original/DP141079.jpg
JP2990,FALSE,TRUE,55741,Asian Art,Woodblock print,"冨嶽三十六景　武陽佃島|Tsukudajima in Musashi Province (Buyō Tsukudajima), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1830,1832,Polychrome woodblock print; ink and color on paper,Oban 10 1/8 x 15 in. (25.7 x 38.1 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55741,2019-03-21T03:00:46.84Z,"Metropolitan Museum of Art, New York, NY",Islands|Mountains|Boats,https://images.metmuseum.org/CRDImages/as/original/DP141089.jpg
JP2998,FALSE,TRUE,55742,Asian Art,Woodblock print,"冨嶽三十六景　隅田川関屋の里|Sekiya Village on the Sumida River (Sumidagawa Sekiya no sato), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1830,1832,Polychrome woodblock print; ink and color on paper,Oban 10 1/4 x 15 1/8 in. (26 x 38.4 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55742,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Villages|Horse Riding|Rivers|Trees|Human Figures,https://images.metmuseum.org/CRDImages/as/original/DP141097.jpg
JP2903,FALSE,TRUE,56018,Asian Art,Woodblock print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1781–1801,1781,1801,Polychrome woodblock print; ink and color on paper,11 3/4 x 5 1/4 in. (29.8 x 13.3 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56018,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Leaves|Actors,https://images.metmuseum.org/CRDImages/as/original/DP148847.jpg
JP2904,FALSE,TRUE,56019,Asian Art,Print,"二代中村野塩|The Actor Nakamura Noshio II, in Female Role, Holding a Shakuhachi (Bamboo Flute)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,"1796 (Kansei, 6th year)",1796,1796,Polychrome woodblock print; ink and color on paper,11 3/4 x 5 1/4 in. (29.8 x 13.3 cm),"Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56019,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Flutes|Actors,https://images.metmuseum.org/CRDImages/as/original/DP149197.jpg
JP1843,FALSE,TRUE,56128,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1830s,1830,1839,Monochrome woodblock print; ink on paper,H. 10 1/2 in. (26.7 cm); W. 14 3/4 in. (37.5 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56128,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Infants|Mothers|Playing,https://images.metmuseum.org/CRDImages/as/original/DP141270.jpg
JP1844,FALSE,TRUE,56129,Asian Art,Woodblock print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,,1760,1849,Monochrome woodblock print; ink on paper,H. 14 15/16 in. (37.9 cm); W. 10 5/16 in. (26.2 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56129,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Swords|Men,https://images.metmuseum.org/CRDImages/as/original/DP141271.jpg
JP1845,FALSE,TRUE,56130,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,,1760,1849,Monochrome woodblock print; ink on paper,H. 15 in. (38.1 cm); W. 10 3/8 in. (26.4 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56130,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Men|Women|Chariots,https://images.metmuseum.org/CRDImages/as/original/DP141272.jpg
JP1846,FALSE,TRUE,56131,Asian Art,Woodblock print,"冨嶽三十六景　隠田の水車|The Waterwheel at Onden (Onden no suisha), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1820,1842,Polychrome woodblock print; ink and color on paper,H. 9 3/8 in. (23.8 cm); W. 14 in. (35.6 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56131,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Mountains|Landscapes|Working,https://images.metmuseum.org/CRDImages/as/original/DP141027.jpg
JP1848,FALSE,TRUE,56132,Asian Art,Woodblock print,"冨嶽三十六景　常州牛掘|Ushibori in Hitachi Province (Jōshū Ushibori), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1820,1842,Polychrome woodblock print; ink and color on paper,H. 9 13/16 in. (24.9 cm); W. 13 7/8 in. (35.2 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56132,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Mountains|Boats|Human Figures,https://images.metmuseum.org/CRDImages/as/original/DP141010.jpg
